ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,TrackObjects_Displacement_50,TrackObjects_DistanceTraveled_50,TrackObjects_FinalAge_50,TrackObjects_IntegratedDistance_50,TrackObjects_Label_50,TrackObjects_Lifetime_50,TrackObjects_Linearity_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,TrackObjects_TrajectoryX_50,TrackObjects_TrajectoryY_50
18,1441,601.4587628865979,1133.7268041237114,0,1441,42.10070357365896,4.079631622195781,,66.28836268369382,1951,9,0.635114549058175,17.0,1410,3.944057004244996,1.0429805942997064
19,1441,787.3758937691522,1086.090909090909,0,1441,0.8269390296999996,0.8269390296999996,,0.8269390296999996,2531,2,1.0,18.0,1413,0.8181807162934547,0.1200353045012434
20,1441,1232.5399361022364,1145.1246006389777,0,1441,4.372875509876552,4.372875509876552,,4.372875509876552,2618,2,1.0,19.0,1477,-1.4787554865486072,4.115254844585024
21,1441,403.88392857142856,1055.091517857143,0,1441,12.796501623109192,12.796501623109192,,12.796501623109192,2706,2,1.0,20.0,1377,6.445726324237569,-11.054549558587496
22,1441,410.786350148368,1081.7715133531158,0,1441,101.03747822176364,9.194915224623998,,144.06942895541673,1739,16,0.7013110203486015,21.0,1452,-1.2311171005403594,9.112124706827672
23,1441,1541.6625514403293,1020.670781893004,0,1441,10.374976860175154,8.068678640089551,,20.17205943701513,2610,5,0.5143241270218241,22.0,1379,3.4362139917695917,7.300411522633794
24,1441,1714.1559322033895,1006.2203389830509,0,1441,50.53871020641739,17.493641909529536,,227.1897618399965,1139,24,0.2224515303731442,23.0,1431,-17.40943282207718,1.714396708008394
25,1441,1601.2265372168283,1012.2491909385112,0,1441,26.90544307909767,6.26896883122299,,220.8581268603061,1135,25,0.1218222913577253,24.0,1447,-6.104107944461703,-1.4282284163273289
26,1441,80.8543046357616,1052.3543046357615,0,1441,20.190549367066097,7.641180590516835,,87.9249249731562,2012,16,0.2296339675379916,25.0,1483,-6.811079979623017,-3.463644082187102
27,1441,1690.5,1004.2757009345794,0,1441,69.105117152727,8.935375355710484,,234.8185338078774,1135,27,0.2942915792552689,26.0,1414,-5.540816326530603,-7.010013351134944
28,1441,631.1111111111111,970.0545073375262,0,1441,34.29591052823577,6.583659867304883,,110.90337346747307,1725,22,0.3092413644053347,27.0,1389,2.6179873390088915,6.040754881730436
29,1441,631.9488372093023,973.8744186046512,0,1441,35.275256955513164,3.910691384435648,,114.81406485190874,1725,23,0.3072381158267712,28.0,1441,0.8377260981911832,3.819911267125008
30,1441,832.9820466786356,962.475763016158,0,1441,17.75598434569239,5.246270333256805,,105.54623729590428,1935,21,0.1682294395385463,29.0,1434,-4.746277020786351,-2.235219642801553
31,1441,1201.5541795665636,948.8204334365324,0,1441,7.09051909156962,9.075489007002334,,39.620832725349175,3048,8,0.1789593656630328,30.0,1426,8.936649686085502,1.581389611831355
32,1441,1321.0103270223751,955.3235800344236,0,1441,14.995005470722594,2.914904220926519,,21.95171089434705,3534,4,0.68309051366853,31.0,1443,1.6046932195581576,2.4334391893530665
33,1441,1522.9632653061224,938.369387755102,0,1441,63.29598334353005,9.84646100652204,,109.80353172566387,2863,12,0.5764476091868379,32.0,1417,9.408778126635298,-2.903048142333887
34,1441,1317.029776674938,953.0235732009926,0,1441,19.253031061667727,6.858622473120982,,32.563316940795914,3534,6,0.5912490762741427,33.0,1456,-6.85774529342757,0.1096891939627084
35,1441,1414.589928057554,1023.4028776978416,0,1441,2.020485772643256,2.020485772643256,2.0,2.020485772643256,4022,2,1.0,34.0,1499,-1.6259810333549467,-1.1993950294310023
36,1441,1446.364238410596,960.6490066225166,0,1441,66.54257238797176,3.866799713587329,9.0,79.38002089768258,3443,9,0.8382785949847791,35.0,1395,3.0953617991779083,2.3175149098094607
37,1441,1504.1614730878186,996.2747875354108,0,1441,17.531512839519056,15.108084738062232,,135.32747138402166,2366,22,0.1295488097148398,36.0,1474,-14.27044655503846,-4.960703536017832
38,1441,2012.437037037037,957.7111111111112,0,1441,1.7650477052587914,1.7650477052587914,,1.7650477052587914,4288,2,1.0,37.0,1412,-1.716809116809145,0.4098290598290077
39,1441,749.1010452961673,964.1184668989548,0,1441,128.24503796068353,5.544624489997831,,298.0259158073631,2011,29,0.430315053686734,38.0,1448,-4.423070459459723,3.343547284806732
40,1441,628.39,974.68,0,1441,31.824645202424616,9.177120105115549,,209.1184059640248,1725,34,0.1521848115459501,39.0,1448,-7.089274611398992,5.827668393782346
41,1441,2018.502202643172,992.9383259911896,0,1441,0.0,0.0,1.0,0.0,4655,1,,0.0,0,0.0,0.0
42,1441,1973.8828541001064,992.8381256656018,0,1441,53.18867976527908,9.889725352467533,,220.9588497473244,2213,29,0.2407175807898282,41.0,1440,1.781342221056775,9.727974477696762
43,1441,118.79945054945055,1004.8324175824176,0,1441,48.56836777628796,2.722924288502564,,242.9323217507033,2012,33,0.1999255077557309,42.0,1463,-0.4808729006842185,2.6801264772963123
44,1441,366.9375,962.1785714285714,0,1441,31.460453391775808,15.241205061292389,,139.6852916630126,2790,24,0.2252238085858988,43.0,1401,15.2340964343598,0.4654433896735099
45,1441,339.9258474576271,969.8855932203388,0,1441,51.13028980980884,5.542271466689757,,138.78019740124105,2790,25,0.368426409295132,44.0,1444,-4.596050352591874,3.0972720524557644
46,1441,1966.03125,935.1599264705884,0,1441,49.4392644062135,11.00028596775646,,128.69117645567312,3743,16,0.3841698068806027,45.0,1419,5.671476628895107,-9.425531508637391
47,1441,1545.2617449664428,912.4395973154362,0,1441,36.52397835637049,9.475872275201716,,294.4412449428202,2863,26,0.1240450479805007,46.0,1430,-6.2607925961615365,-7.112990330640514
48,1441,490.5132743362832,925.9734513274336,0,1441,0.0,0.0,,0.0,5304,1,,0.0,0,0.0,0.0
49,1441,492.929889298893,917.8228782287824,0,1441,8.50128635642677,8.50128635642677,,8.50128635642677,5304,2,1.0,48.0,1441,2.416614962609799,-8.150573098651307
50,1441,255.75,929.7403846153846,0,1441,3.921088243950375,7.65190163354624,,14.070308522315104,5305,3,0.2786781993963844,49.0,1446,3.9979999999999913,6.524384615384633
51,1441,1090.6935483870968,943.4758064516128,0,1441,7.33526822721603,7.33526822721603,,7.33526822721603,5492,2,1.0,50.0,1453,-6.525201612903175,3.350806451612925
52,1441,194.46666666666667,889.2714285714286,0,1441,81.87382854028364,7.9153016160824015,,409.2402414137689,954,52,0.2000629954117923,51.0,1400,-3.2162601626016283,7.232404181184734
53,1441,354.02201257861634,945.3301886792452,0,1441,50.47094470149035,2.6269782307347085,,97.74426641073356,4202,18,0.5163570872730803,52.0,1479,2.586528707648597,0.4592209373098512
54,1441,252.7107843137255,885.1911764705883,0,1441,25.729571929626808,4.873759891309443,,47.1727857031598,5123,9,0.5454325316196739,53.0,1375,1.7831247392574028,4.535857321652088
55,1441,1556.7563218390806,879.7310344827587,0,1441,36.38062309561774,15.454312725869736,,46.19711066183743,5487,6,0.7875086249857417,54.0,1442,14.50189349769562,-5.3414292853573215
