ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,TrackObjects_Displacement_50,TrackObjects_DistanceTraveled_50,TrackObjects_FinalAge_50,TrackObjects_IntegratedDistance_50,TrackObjects_Label_50,TrackObjects_Lifetime_50,TrackObjects_Linearity_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,TrackObjects_TrajectoryX_50,TrackObjects_TrajectoryY_50
73,1795,1388.3411306042883,1143.037037037037,0,1795,97.22792621419124,0.5584777191270015,,366.0907219616778,3346,47,0.2655842401391668,72.0,1769,0.0872712560894797,0.5516167968996797
74,1795,120.3,1152.3482142857142,0,1795,0.0,0.0,1.0,0.0,7587,1,,0.0,0,0.0,0.0
75,1795,92.05208333333331,1124.5520833333333,0,1795,32.38151582698849,13.24820711167196,,180.6685203807515,5417,27,0.1792316434470475,74.0,1783,4.90922619047619,-12.305059523809632
76,1795,1656.4305555555557,1128.7037037037037,0,1795,89.5624188076339,5.821994877381276,9.0,98.3709316043002,7059,9,0.910456141331478,75.0,1803,-0.5749693063228278,-5.793533865357176
77,1795,969.3456790123456,1103.716049382716,0,1795,9.451352556248745,9.065037285801129,,31.61795417117145,7240,8,0.2989235959126754,76.0,1763,5.283179012345727,-7.366336980920323
78,1795,1409.9771689497718,1124.3013698630136,0,1795,107.248228797366,15.875341836474714,,431.6588051236848,3346,52,0.2484560201815778,77.0,1817,15.717085500536768,2.2360012955589355
79,1795,40.29464285714285,1114.3690476190477,0,1795,24.366410581225495,1.5920165100388677,,192.89016503208595,5417,31,0.1263227214159535,78.0,1787,-1.382410967219755,-0.7895926075811985
80,1795,1965.1433823529408,1084.2224264705883,0,1795,73.62091950015702,7.072343683442569,,264.08818505303725,5776,28,0.2787739992433649,79.0,1745,1.4484670987039865,6.922426470588334
81,1795,1773.283185840708,1107.1725663716811,0,1795,28.219563457398007,5.168986250638644,,58.60484284820335,7762,6,0.4815227221151594,80.0,1831,-4.843167949905592,1.8061403789015456
82,1795,186.7433962264151,1096.0,0,1795,44.6389455270257,6.489357321761734,,255.23028711841263,4116,48,0.1748967414134346,81.0,1782,-3.770117287098429,5.281853281853273
83,1795,1770.3407407407408,1088.6888888888889,0,1795,41.78779040937282,12.62513045850496,,97.46538493182112,7326,13,0.4287449378936344,82.0,1789,-9.84394394394394,7.905105105105122
84,1795,735.8951612903226,1074.092741935484,0,1795,92.28272615474958,5.700020405958631,,245.68775333950276,6481,24,0.37560979291967,83.0,1779,5.680875576036897,-0.4667818740399525
85,1795,746.3544093178036,1070.5923460898505,0,1795,81.57755354289475,26.96275861215432,,236.0849661150045,6481,25,0.3455431952543548,84.0,1788,-26.828014117615798,2.692212934058034
86,1795,1613.139784946237,1059.021505376344,0,1795,5.07047731087438,5.07047731087438,,5.07047731087438,8524,2,1.0,85.0,1780,1.8943304007821096,4.70332355816231
87,1795,1836.3041666666663,1099.4583333333333,0,1795,52.6464948514036,5.695938417413153,,153.92487408850022,6897,22,0.3420272075138039,86.0,1851,-1.2607683982685105,-5.554653679653711
88,1795,1254.0142302716688,1075.7011642949549,0,1795,45.1478436249816,5.079723310258933,,100.2737628783467,7570,15,0.4502458303051367,87.0,1758,-3.237870568667404,3.914049449016375
89,1795,1261.1381322957195,1096.4630350194552,0,1795,46.36344749277563,4.621640418493637,,270.5745305288763,6206,32,0.1713518541532778,88.0,1812,4.464219252241492,1.1959542741135465
90,1795,123.27191011235956,1045.6157303370787,0,1795,86.44408975434736,13.81935510796044,,306.5341269659816,5417,42,0.2820047823384464,89.0,1742,-9.372006801587034,10.155789684259844
91,1795,20.41935483870968,1025.6693548387098,0,1795,0.0,0.0,,0.0,9081,1,,0.0,0,0.0,0.0
92,1795,1354.8755760368665,1034.179723502304,0,1795,171.36674152878535,31.776061673577384,,670.5324609188434,2366,77,0.2555681514567665,91.0,1768,10.86338091491507,29.861430819377237
93,1795,1360.5257731958764,1088.2525773195875,0,1795,64.49597437017714,5.056400526705032,,74.1896938254433,8699,7,0.8693387321684605,92.0,1870,2.7859458222635567,-4.219679153902007
94,1795,198.6977777777778,1059.4155555555556,0,1795,68.20117018741692,3.109972040359518,,253.8190635625248,6387,35,0.2686999519664389,93.0,1768,2.935482695810577,-1.0270673952641118
95,1795,1613.125,1043.125,0,1795,88.23849371852094,2.555038613864659,,287.0351229223864,6656,33,0.3074135764994182,94.0,1770,-2.286764705882433,-1.1397058823529278
96,1795,235.11805555555557,1053.388888888889,0,1795,69.57633356272285,15.65841008427047,,282.054211557284,6387,37,0.2466771659908088,95.0,1800,12.90376984126982,8.870091896407757
97,1795,862.3291139240506,1075.6962025316457,0,1795,2.588387513472312,0.8665666479424624,,3.036466896812191,9425,3,0.852433964022367,96.0,1818,0.7495684695051068,0.4348388952819277
98,1795,1387.4933920704846,1060.3788546255507,0,1795,36.69555274718356,14.274989981744186,,71.16158508192721,9085,8,0.5156651963968558,97.0,1790,12.300554604919853,-7.243734906129703
99,1795,1472.9184466019417,1077.2388349514565,0,1795,20.174563165659105,1.8255804887290883,,163.17528251557715,7150,31,0.123637372368166,98.0,1810,0.783525967020978,1.648887861509138
100,1795,176.5018587360595,1105.3903345724907,0,1795,34.25935695673206,19.17402342647933,,436.5122403658339,4116,66,0.0784842984655363,99.0,1830,12.009289733936356,-14.947245045343609
101,1795,1517.603305785124,1024.5316804407714,0,1795,113.13181388759638,3.1610424930512355,,386.3624880779876,6741,38,0.2928126238403368,100.0,1721,-2.701778960638876,1.64090831271119
102,1795,1824.2904761904765,1024.3619047619047,0,1795,62.75586035293434,5.060022376423298,,336.8388233150086,5944,48,0.1863082756771348,101.0,1800,2.234401424121188,-4.539964396973801
103,1795,1583.7175572519084,1017.3282442748092,0,1795,69.55097194107424,5.804316570592129,,226.0625635385392,7486,31,0.3076624933045014,102.0,1792,4.467557251908374,-3.705539508974539
104,1795,1459.8281690140846,1044.7633802816902,0,1795,3.389090297329881,5.312143047453609,,9.641528653071209,9903,4,0.351509643260804,103.0,1812,-3.2164738430583384,4.22766599597594
105,1795,182.1581027667984,1008.8379446640316,0,1795,27.6057304882786,18.591235827676183,,305.4370034481012,6387,46,0.0903810938970571,104.0,1747,-10.691431187928629,15.209449324484352
106,1795,941.03738317757,984.5841121495328,0,1795,10.760709127012015,2.9662019041884213,,19.49206329402464,9974,5,0.5520559298774056,105.0,1771,2.495094620356099,1.6040126470452378
107,1795,1440.6024096385545,1005.984939759036,0,1795,8.387535252690865,7.047076566851457,,16.88653500411786,10141,4,0.4966996041902928,106.0,1826,6.990688026832686,0.8897016637980641
108,1795,1627.0227272727273,990.8579545454544,0,1795,107.36014067109818,3.121826526745045,,413.98711597902513,6656,46,0.2593320819108236,107.0,1769,2.3948202959829814,2.002657387831732
109,1795,844.8903436988543,1014.1849427168576,0,1795,32.51166353953181,16.433557326921996,,434.4989819222784,6481,49,0.074825638015758,108.0,1832,-7.415211856701262,-14.66548463356969
110,1795,185.64511691884456,979.840440165062,0,1795,21.3038109715879,9.819251899007565,,295.93255336586344,6387,51,0.0719887377352834,109.0,1722,-6.95488308115543,6.93161663565013
111,1795,970.2349726775956,976.7103825136612,0,1795,52.42981047978672,1.2582502683106165,,372.7054360422131,1134,111,0.1406735867245264,110.0,1802,-1.0540638672549676,0.6871266997077328
112,1795,875.0588235294117,970.6928104575164,0,1795,6.47724862525309,3.588403416058448,,25.38783845267326,10481,5,0.2551319458459472,111.0,1784,1.377005347593581,-3.3136830489771683
113,1795,1409.7333333333331,991.4057971014493,0,1795,102.33962747532772,5.6023826895144575,,201.60210625567984,9085,23,0.5076317374657611,112.0,1815,2.643557772236136,4.939462936860764
114,1795,1554.874458874459,957.487012987013,0,1795,265.5087515619017,4.997495239498967,,774.6428642178572,3029,91,0.3427498836253801,113.0,1738,4.582151182151165,1.9947052947053407
115,1795,1242.2012072434609,959.9778672032191,0,1795,33.40514381068777,8.163478474007135,,524.4386061614148,6114,59,0.0636969578864416,114.0,1799,6.844266733545737,4.449538591321243
116,1795,1704.1399082568807,971.1857798165138,0,1795,77.08821844052946,3.3604108662412155,,357.8180038755916,7830,40,0.2154397420073138,115.0,1814,-3.157320962262929,1.1505153328865845
117,1795,1564.7701492537312,925.2507462686568,0,1795,94.38516353031996,5.382474526888364,,896.8797780184973,2690,98,0.1052372523537634,116.0,1736,-3.202378218796184,-4.326176808266382
118,1795,1537.07,939.7325,0,1795,90.34663235330665,7.916988932601142,,909.4927531882169,2690,99,0.0993373856323731,117.0,1805,-7.353188405797255,-2.9341666666666697
119,1795,1585.2737819025522,963.6890951276102,0,1795,292.6178257773863,7.215366269043042,,799.4065265353349,3029,96,0.3660438288458884,118.0,1834,6.840345370044361,2.29590627312109
120,1795,1988.4087591240875,958.4963503649636,0,1795,111.29195519887078,8.610992500166052,,188.53625197044053,9890,20,0.5902947260048406,119.0,1789,1.822930780774186,-8.415825283739082
121,1795,1312.7237354085603,985.4435797665368,0,1795,38.51461774768929,20.64480994983106,,264.6292916641144,9421,27,0.1455417784837465,120.0,1852,19.15532744836128,-7.699455059333786
122,1795,735.1875,938.3198529411764,0,1795,50.99574634924156,7.182635650069959,,418.8117637253444,6893,57,0.1217629273247549,121.0,1726,5.517934782608677,4.5981138107416655
123,1795,1456.327536231884,973.4594202898552,0,1795,37.89229955434499,2.3503209020421973,,525.2979984113794,6741,60,0.0721348637705453,122.0,1845,-1.0209486166006627,2.1169960474308027
124,1795,656.9550561797753,934.611235955056,0,1795,80.49725756110762,13.92563612623192,,547.0584111487958,6106,68,0.147145635494512,123.0,1742,-11.490831266112195,7.866647210467363
125,1795,1252.91785150079,942.2796208530806,0,1795,73.80111423968266,3.9473252220635127,,900.2620195567081,1124,125,0.0819773717389772,124.0,1805,0.1556563788387848,3.9442549994220144
126,1795,1872.5801104972372,922.1491712707184,0,1795,47.58497413414796,19.906289971412715,,271.5683210851651,9890,26,0.1752228461110715,125.0,1781,-19.88142796430111,-0.9945866107444772
127,1795,1081.6888888888889,919.9,0,1795,48.53246116382208,32.04311580084086,,1000.4290910858682,3050,104,0.0485116452492848,126.0,1809,27.69850427350434,-16.11068376068374
128,1795,363.01769911504425,900.3539823008849,0,1795,88.82747903174808,4.466001802806213,,198.58682469211135,9415,34,0.4472979472302155,127.0,1768,-2.2340823576398066,3.867046433901578
129,1795,1346.476038338658,916.0095846645368,0,1795,5.835680288497998,1.5582488502985996,,8.73025242075789,12122,3,0.6684434776046705,128.0,1811,-0.3430406087102255,-1.5200205986211586
130,1795,1230.6181818181817,911.1181818181818,0,1795,57.93924071553212,3.0970905381765923,,606.3920139294469,6114,74,0.0955474996118159,129.0,1789,2.7287345820006976,1.4649154865235232
